
City,Year,Field,Graduates
Chandigarh,2024,pg_eng_ME_MTech,3500
Chandigarh,2024,pg_medical_MD_MS,1060
Chandigarh,2024,pg_management_MBA,11800
Chandigarh,2024,pg_computers_MCA,4000
Chandigarh,2024,pg_education_MEd,780
Chennai,2015,engineers_BE_BTech,50000
Chennai,2015,architecture_BArch,1100
Chennai,2015,doctors_MBBS,2100
Chennai,2015,doctors_BDS,600
Chennai,2015,doctors_BAMS_BHMS_Unani,550
Chennai,2015,bsc_graduates,38000
Chennai,2015,bcom_graduates,55000
Chennai,2015,arts_graduates_BA,30000
Chennai,2015,hotel_management_degree,2400
Chennai,2015,education_BEd,8500
Chennai,2015,diploma_holders_polytechnic,32000
Chennai,2015,vocational_degree_BVoc,300
Chennai,2015,ITI_and_ShortTerm_Vocational_Certified,80000
Chennai,2015,pg_science_MSc,7600
Chennai,2015,pg_commerce_MCom,8200
Chennai,2015,pg_arts_MA,4500
Chennai,2015,pg_eng_ME_MTech,5000
Chennai,2015,pg_medical_MD_MS,1100
Chennai,2015,pg_management_MBA,16000
Chennai,2015,pg_computers_MCA,4200
Chennai,2015,pg_education_MEd,550
Chennai,2016,engineers_BE_BTech,51000
Chennai,2016,architecture_BArch,1150
Chennai,2016,doctors_MBBS,2150
Chennai,2016,doctors_BDS,620
Chennai,2016,doctors_BAMS_BHMS_Unani,580
Chennai,2016,bsc_graduates,38500
Chennai,2016,bcom_graduates,56000
Chennai,2016,arts_graduates_BA,30500
Chennai,2016,hotel_management_degree,2500
Chennai,2016,education_BEd,8700
Chennai,2016,diploma_holders_polytechnic,33000
Chennai,2016,vocational_degree_BVoc,400
Chennai,2016,ITI_and_ShortTerm_Vocational_Certified,82000
Chennai,2016,pg_science_MSc,7700
Chennai,2016,pg_commerce_MCom,8400
Chennai,2016,pg_arts_MA,4600
Chennai,2016,pg_eng_ME_MTech,5100
Chennai,2016,pg_medical_MD_MS,1150
Chennai,2016,pg_management_MBA,16500
Chennai,2016,pg_computers_MCA,4000
Chennai,2016,pg_education_MEd,570
Chennai,2017,engineers_BE_BTech,49000
Chennai,2017,architecture_BArch,1200
Chennai,2017,doctors_MBBS,2200
Chennai,2017,doctors_BDS,630
Chennai,2017,doctors_BAMS_BHMS_Unani,600
Chennai,2017,bsc_graduates,39000
Chennai,2017,bcom_graduates,57000
Chennai,2017,arts_graduates_BA,31000
Chennai,2017,hotel_management_degree,2600
Chennai,2017,education_BEd,9000
Chennai,2017,diploma_holders_polytechnic,34000
Chennai,2017,vocational_degree_BVoc,550
Chennai,2017,ITI_and_ShortTerm_Vocational_Certified,85000
Chennai,2017,pg_science_MSc,7800
Chennai,2017,pg_commerce_MCom,8600
Chennai,2017,pg_arts_MA,4700
Chennai,2017,pg_eng_ME_MTech,4900
Chennai,2017,pg_medical_MD_MS,1200
Chennai,2017,pg_management_MBA,17000
Chennai,2017,pg_computers_MCA,3700
Chennai,2017,pg_education_MEd,600
Chennai,2018,engineers_BE_BTech,48000
Chennai,2018,architecture_BArch,1250
Chennai,2018,doctors_MBBS,2300
Chennai,2018,doctors_BDS,650
Chennai,2018,doctors_BAMS_BHMS_Unani,630
Chennai,2018,bsc_graduates,39500
Chennai,2018,bcom_graduates,58000
Chennai,2018,arts_graduates_BA,31500
Chennai,2018,hotel_management_degree,2700
Chennai,2018,education_BEd,9200
Chennai,2018,diploma_holders_polytechnic,35000
Chennai,2018,vocational_degree_BVoc,700
Chennai,2018,ITI_and_ShortTerm_Vocational_Certified,88000
Chennai,2018,pg_science_MSc,7900
Chennai,2018,pg_commerce_MCom,8800
Chennai,2018,pg_arts_MA,4800
Chennai,2018,pg_eng_ME_MTech,4800
Chennai,2018,pg_medical_MD_MS,1250
Chennai,2018,pg_management_MBA,17500
Chennai,2018,pg_computers_MCA,3500
Chennai,2018,pg_education_MEd,620
Chennai,2019,engineers_BE_BTech,48000
Chennai,2019,architecture_BArch,1300
Chennai,2019,doctors_MBBS,2400
Chennai,2019,doctors_BDS,670
Chennai,2019,doctors_BAMS_BHMS_Unani,660
Chennai,2019,bsc_graduates,40000
Chennai,2019,bcom_graduates,58500
Chennai,2019,arts_graduates_BA,32000
Chennai,2019,hotel_management_degree,2800
Chennai,2019,education_BEd,9500
Chennai,2019,diploma_holders_polytechnic,35500
Chennai,2019,vocational_degree_BVoc,850
Chennai,2019,ITI_and_ShortTerm_Vocational_Certified,92000
Chennai,2019,pg_science_MSc,8000
Chennai,2019,pg_commerce_MCom,9000
Chennai,2019,pg_arts_MA,4900
Chennai,2019,pg_eng_ME_MTech,4800
Chennai,2019,pg_medical_MD_MS,1300
Chennai,2019,pg_management_MBA,18000
Chennai,2019,pg_computers_MCA,3400
Chennai,2019,pg_education_MEd,650
Chennai,2020,engineers_BE_BTech,49000
Chennai,2020,architecture_BArch,1350
Chennai,2020,doctors_MBBS,2500
Chennai,2020,doctors_BDS,680
Chennai,2020,doctors_BAMS_BHMS_Unani,700
Chennai,2020,bsc_graduates,40500
Chennai,2020,bcom_graduates,59000
Chennai,2020,arts_graduates_BA,32500
Chennai,2020,hotel_management_degree,2500
Chennai,2020,education_BEd,9800
Chennai,2020,diploma_holders_polytechnic,36000
Chennai,2020,vocational_degree_BVoc,1000
Chennai,2020,ITI_and_ShortTerm_Vocational_Certified,95000
Chennai,2020,pg_science_MSc,8100
Chennai,2020,pg_commerce_MCom,9200
Chennai,2020,pg_arts_MA,5000
Chennai,2020,pg_eng_ME_MTech,4900
Chennai,2020,pg_medical_MD_MS,1350
Chennai,2020,pg_management_MBA,18000
Chennai,2020,pg_computers_MCA,3600
Chennai,2020,pg_education_MEd,680
Chennai,2021,engineers_BE_BTech,50000
Chennai,2021,architecture_BArch,1400
Chennai,2021,doctors_MBBS,2550
Chennai,2021,doctors_BDS,700
Chennai,2021,doctors_BAMS_BHMS_Unani,750
Chennai,2021,bsc_graduates,41000
Chennai,2021,bcom_graduates,60000
Chennai,2021,arts_graduates_BA,33000
Chennai,2021,hotel_management_degree,2700
Chennai,2021,education_BEd,10000
Chennai,2021,diploma_holders_polytechnic,36500
Chennai,2021,vocational_degree_BVoc,1200
Chennai,2021,ITI_and_ShortTerm_Vocational_Certified,100000
Chennai,2021,pg_science_MSc,8200
Chennai,2021,pg_commerce_MCom,9400
Chennai,2021,pg_arts_MA,5100
Chennai,2021,pg_eng_ME_MTech,5000
Chennai,2021,pg_medical_MD_MS,1400
Chennai,2021,pg_management_MBA,18500
Chennai,2021,pg_computers_MCA,3800
Chennai,2021,pg_education_MEd,700
Chennai,2022,engineers_BE_BTech,51000
Chennai,2022,architecture_BArch,1450
Chennai,2022,doctors_MBBS,2650
Chennai,2022,doctors_BDS,720
Chennai,2022,doctors_BAMS_BHMS_Unani,800
Chennai,2022,bsc_graduates,42000
Chennai,2022,bcom_graduates,61000
Chennai,2022,arts_graduates_BA,33500
Chennai,2022,hotel_management_degree,2900
Chennai,2022,education_BEd,10200
Chennai,2022,diploma_holders_polytechnic,37000
Chennai,2022,vocational_degree_BVoc,1500
Chennai,2022,ITI_and_ShortTerm_Vocational_Certified,105000
Chennai,2022,pg_science_MSc,8400
Chennai,2022,pg_commerce_MCom,9600
Chennai,2022,pg_arts_MA,5200
Chennai,2022,pg_eng_ME_MTech,5100
Chennai,2022,pg_medical_MD_MS,1450
Chennai,2022,pg_management_MBA,19000
Chennai,2022,pg_computers_MCA,4000
Chennai,2022,pg_education_MEd,720
Chennai,2023,engineers_BE_BTech,52000
Chennai,2023,architecture_BArch,1500
Chennai,2023,doctors_MBBS,2700
Chennai,2023,doctors_BDS,750
Chennai,2023,doctors_BAMS_BHMS_Unani,850
Chennai,2023,bsc_graduates,42500
Chennai,2023,bcom_graduates,61500
Chennai,2023,arts_graduates_BA,34000
Chennai,2023,hotel_management_degree,3100
Chennai,2023,education_BEd,10500
Chennai,2023,diploma_holders_polytechnic,38000
Chennai,2023,vocational_degree_BVoc,1800
Chennai,2023,ITI_and_ShortTerm_Vocational_Certified,110000
Chennai,2023,pg_science_MSc,8600
Chennai,2023,pg_commerce_MCom,9800
Chennai,2023,pg_arts_MA,5300
Chennai,2023,pg_eng_ME_MTech,5200
Chennai,2023,pg_medical_MD_MS,1500
Chennai,2023,pg_management_MBA,19500
Chennai,2023,pg_computers_MCA,4200
Chennai,2023,pg_education_MEd,750
Chennai,2024,engineers_BE_BTech,53000
Chennai,2024,architecture_BArch,1550
Chennai,2024,doctors_MBBS,2800
Chennai,2024,doctors_BDS,780
Chennai,2024,doctors_BAMS_BHMS_Unani,900
Chennai,2024,bsc_graduates,43000
Chennai,2024,bcom_graduates,62000
Chennai,2024,arts_graduates_BA,34500
Chennai,2024,hotel_management_degree,3300
Chennai,2024,education_BEd,10800
Chennai,2024,diploma_holders_polytechnic,39000
Chennai,2024,vocational_degree_BVoc,2100
Chennai,2024,ITI_and_ShortTerm_Vocational_Certified,115000
Chennai,2024,pg_science_MSc,8800
Chennai,2024,pg_commerce_MCom,10000
Chennai,2024,pg_arts_MA,5400
Chennai,2024,pg_eng_ME_MTech,5300
Chennai,2024,pg_medical_MD_MS,1550
Chennai,2024,pg_management_MBA,20000
Chennai,2024,pg_computers_MCA,4400
Chennai,2024,pg_education_MEd,780
Coimbatore,2015,engineers_BE_BTech,48000
Coimbatore,2015,architecture_BArch,450
Coimbatore,2015,design_graduates_BDes_MDes,200
Coimbatore,2015,doctors_MBBS,1400
Coimbatore,2015,doctors_BDS,500
Coimbatore,2015,doctors_BAMS_BHMS_Unani,550
Coimbatore,2015,bsc_graduates,35000
Coimbatore,2015,bcom_graduates,40000
Coimbatore,2015,arts_graduates_BA,28000
Coimbatore,2015,hotel_management_degree,1300
Coimbatore,2015,education_BEd,8000
Coimbatore,2015,diploma_holders_polytechnic,30000
Coimbatore,2015,vocational_degree_BVoc,150
Coimbatore,2015,ITI_and_ShortTerm_Vocational_Certified,75000
Coimbatore,2015,pg_science_MSc,7000
Coimbatore,2015,pg_commerce_MCom,6000
Coimbatore,2015,pg_arts_MA,4200
Coimbatore,2015,pg_eng_ME_MTech,4800
Coimbatore,2015,pg_medical_MD_MS,600
Coimbatore,2015,pg_management_MBA,14000
Coimbatore,2015,pg_computers_MCA,3800
Coimbatore,2015,pg_education_MEd,500
Coimbatore,2016,engineers_BE_BTech,49000
Coimbatore,2016,architecture_BArch,470
Coimbatore,2016,design_graduates_BDes_MDes,220
Coimbatore,2016,doctors_MBBS,1450
Coimbatore,2016,doctors_BDS,520
Coimbatore,2016,doctors_BAMS_BHMS_Unani,570
Coimbatore,2016,bsc_graduates,35500
Coimbatore,2016,bcom_graduates,40500
Coimbatore,2016,arts_graduates_BA,28500
Coimbatore,2016,hotel_management_degree,1400
Coimbatore,2016,education_BEd,8200
Coimbatore,2016,diploma_holders_polytechnic,31000
Coimbatore,2016,vocational_degree_BVoc,200
Coimbatore,2016,ITI_and_ShortTerm_Vocational_Certified,78000
Coimbatore,2016,pg_science_MSc,7100
Coimbatore,2016,pg_commerce_MCom,6100
Coimbatore,2016,pg_arts_MA,4300
Coimbatore,2016,pg_eng_ME_MTech,4900
Coimbatore,2016,pg_medical_MD_MS,620
Coimbatore,2016,pg_management_MBA,14500
Coimbatore,2016,pg_computers_MCA,3600
Coimbatore,2016,pg_education_MEd,520
Coimbatore,2017,engineers_BE_BTech,46000
Coimbatore,2017,architecture_BArch,490
Coimbatore,2017,design_graduates_BDes_MDes,240
Coimbatore,2017,doctors_MBBS,1500
Coimbatore,2017,doctors_BDS,530
Coimbatore,2017,doctors_BAMS_BHMS_Unani,600
Coimbatore,2017,bsc_graduates,36000
Coimbatore,2017,bcom_graduates,41000
Coimbatore,2017,arts_graduates_BA,29000
Coimbatore,2017,hotel_management_degree,1500
Coimbatore,2017,education_BEd,8500
Coimbatore,2017,diploma_holders_polytechnic,32000
Coimbatore,2017,vocational_degree_BVoc,300
Coimbatore,2017,ITI_and_ShortTerm_Vocational_Certified,82000
Coimbatore,2017,pg_science_MSc,7200
Coimbatore,2017,pg_commerce_MCom,6200
Coimbatore,2017,pg_arts_MA,4400
Coimbatore,2017,pg_eng_ME_MTech,4600
Coimbatore,2017,pg_medical_MD_MS,650
Coimbatore,2017,pg_management_MBA,15000
Coimbatore,2017,pg_computers_MCA,3200
Coimbatore,2017,pg_education_MEd,550
Coimbatore,2018,engineers_BE_BTech,49000
Coimbatore,2018,architecture_BArch,510
Coimbatore,2018,design_graduates_BDes_MDes,260
Coimbatore,2018,doctors_MBBS,1600
Coimbatore,2018,doctors_BDS,550
Coimbatore,2018,doctors_BAMS_BHMS_Unani,630
Coimbatore,2018,bsc_graduates,36500
Coimbatore,2018,bcom_graduates,42000
Coimbatore,2018,arts_graduates_BA,29500
Coimbatore,2018,hotel_management_degree,1600
Coimbatore,2018,education_BEd,8800
Coimbatore,2018,diploma_holders_polytechnic,33000
Coimbatore,2018,vocational_degree_BVoc,450
Coimbatore,2018,ITI_and_ShortTerm_Vocational_Certified,86000
Coimbatore,2018,pg_science_MSc,7400
Coimbatore,2018,pg_commerce_MCom,6400
Coimbatore,2018,pg_arts_MA,4500
Coimbatore,2018,pg_eng_ME_MTech,4900
Coimbatore,2018,pg_medical_MD_MS,680
Coimbatore,2018,pg_management_MBA,15800
Coimbatore,2018,pg_computers_MCA,3800
Coimbatore,2018,pg_education_MEd,580
Coimbatore,2019,engineers_BE_BTech,50000
Coimbatore,2019,architecture_BArch,530
Coimbatore,2019,design_graduates_BDes_MDes,280
Coimbatore,2019,doctors_MBBS,1650
Coimbatore,2019,doctors_BDS,570
Coimbatore,2019,doctors_BAMS_BHMS_Unani,660
Coimbatore,2019,bsc_graduates,37000
Coimbatore,2019,bcom_graduates,42500
Coimbatore,2019,arts_graduates_BA,30000
Coimbatore,2019,hotel_management_degree,1700
Coimbatore,2019,education_BEd,9000
Coimbatore,2019,diploma_holders_polytechnic,34000
Coimbatore,2019,vocational_degree_BVoc,600
Coimbatore,2019,ITI_and_ShortTerm_Vocational_Certified,90000
Coimbatore,2019,pg_science_MSc,7600
Coimbatore,2019,pg_commerce_MCom,6600
Coimbatore,2019,pg_arts_MA,4600
Coimbatore,2019,pg_eng_ME_MTech,5000
Coimbatore,2019,pg_medical_MD_MS,720
Coimbatore,2019,pg_management_MBA,16500
Coimbatore,2019,pg_computers_MCA,4000
Coimbatore,2019,pg_education_MEd,600
Coimbatore,2020,engineers_BE_BTech,51000
Coimbatore,2020,architecture_BArch,540
Coimbatore,2020,design_graduates_BDes_MDes,290
Coimbatore,2020,doctors_MBBS,1700
Coimbatore,2020,doctors_BDS,580
Coimbatore,2020,doctors_BAMS_BHMS_Unani,680
Coimbatore,2020,bsc_graduates,37500
Coimbatore,2020,bcom_graduates,43000
Coimbatore,2020,arts_graduates_BA,30500
Coimbatore,2020,hotel_management_degree,1000
Coimbatore,2020,education_BEd,9200
Coimbatore,2020,diploma_holders_polytechnic,34500
Coimbatore,2020,vocational_degree_BVoc,800
Coimbatore,2020,ITI_and_ShortTerm_Vocational_Certified,88000
Coimbatore,2020,pg_science_MSc,7800
Coimbatore,2020,pg_commerce_MCom,6800
Coimbatore,2020,pg_arts_MA,4700
Coimbatore,2020,pg_eng_ME_MTech,5100
Coimbatore,2020,pg_medical_MD_MS,750
Coimbatore,2020,pg_management_MBA,16800
Coimbatore,2020,pg_computers_MCA,4200
Coimbatore,2020,pg_education_MEd,620
Coimbatore,2021,engineers_BE_BTech,52000
Coimbatore,2021,architecture_BArch,560
Coimbatore,2021,design_graduates_BDes_MDes,310
Coimbatore,2021,doctors_MBBS,1750
Coimbatore,2021,doctors_BDS,600
Coimbatore,2021,doctors_BAMS_BHMS_Unani,710
Coimbatore,2021,bsc_graduates,38000
Coimbatore,2021,bcom_graduates,43500
Coimbatore,2021,arts_graduates_BA,31000
Coimbatore,2021,hotel_management_degree,1200
Coimbatore,2021,education_BEd,9500
Coimbatore,2021,diploma_holders_polytechnic,35000
Coimbatore,2021,vocational_degree_BVoc,1000
Coimbatore,2021,ITI_and_ShortTerm_Vocational_Certified,95000
Coimbatore,2021,pg_science_MSc,8000
Coimbatore,2021,pg_commerce_MCom,7000
Coimbatore,2021,pg_arts_MA,4800
Coimbatore,2021,pg_eng_ME_MTech,5200
Coimbatore,2021,pg_medical_MD_MS,780
Coimbatore,2021,pg_management_MBA,17500
Coimbatore,2021,pg_computers_MCA,4400
Coimbatore,2021,pg_education_MEd,650
Coimbatore,2022,engineers_BE_BTech,53000
Coimbatore,2022,architecture_BArch,580
Coimbatore,2022,design_graduates_BDes_MDes,330
Coimbatore,2022,doctors_MBBS,1800
Coimbatore,2022,doctors_BDS,620
Coimbatore,2022,doctors_BAMS_BHMS_Unani,740
Coimbatore,2022,bsc_graduates,38500
Coimbatore,2022,bcom_graduates,44000
Coimbatore,2022,arts_graduates_BA,31500
Coimbatore,2022,hotel_management_degree,1500
Coimbatore,2022,education_BEd,9800
Coimbatore,2022,diploma_holders_polytechnic,36000
Coimbatore,2022,vocational_degree_BVoc,1300
Coimbatore,2022,ITI_and_ShortTerm_Vocational_Certified,102000
Coimbatore,2022,pg_science_MSc,8200
Coimbatore,2022,pg_commerce_MCom,7200
Coimbatore,2022,pg_arts_MA,4900
Coimbatore,2022,pg_eng_ME_MTech,5300
Coimbatore,2022,pg_medical_MD_MS,820
Coimbatore,2022,pg_management_MBA,18000
Coimbatore,2022,pg_computers_MCA,4600
Coimbatore,2022,pg_education_MEd,680
Coimbatore,2023,engineers_BE_BTech,54000
Coimbatore,2023,architecture_BArch,600
Coimbatore,2023,design_graduates_BDes_MDes,350
Coimbatore,2023,doctors_MBBS,1850
Coimbatore,2023,doctors_BDS,640
Coimbatore,2023,doctors_BAMS_BHMS_Unani,770
Coimbatore,2023,bsc_graduates,39000
Coimbatore,2023,bcom_graduates,44500
Coimbatore,2023,arts_graduates_BA,32000
Coimbatore,2023,hotel_management_degree,1700
Coimbatore,2023,education_BEd,10000
Coimbatore,2023,diploma_holders_polytechnic,37000
Coimbatore,2023,vocational_degree_BVoc,1600
Coimbatore,2023,ITI_and_ShortTerm_Vocational_Certified,110000
Coimbatore,2023,pg_science_MSc,8400
Coimbatore,2023,pg_commerce_MCom,7400
Coimbatore,2023,pg_arts_MA,5000
Coimbatore,2023,pg_eng_ME_MTech,5400
Coimbatore,2023,pg_medical_MD_MS,850
Coimbatore,2023,pg_management_MBA,18500
Coimbatore,2023,pg_computers_MCA,4800
Coimbatore,2023,pg_education_MEd,700
Coimbatore,2024,engineers_BE_BTech,55000
Coimbatore,2024,architecture_BArch,620
Coimbatore,2024,design_graduates_BDes_MDes,370
Coimbatore,2024,doctors_MBBS,1900
Coimbatore,2024,doctors_BDS,660
Coimbatore,2024,doctors_BAMS_BHMS_Unani,800
Coimbatore,2024,bsc_graduates,39500
Coimbatore,2024,bcom_graduates,45000
Coimbatore,2024,arts_graduates_BA,32500
Coimbatore,2024,hotel_management_degree,1900
Coimbatore,2024,education_BEd,10200
Coimbatore,2024,diploma_holders_polytechnic,38000
Coimbatore,2024,vocational_degree_BVoc,1900
Coimbatore,2024,ITI_and_ShortTerm_Vocational_Certified,115000
Coimbatore,2024,pg_science_MSc,8600
Coimbatore,2024,pg_commerce_MCom,7600
Coimbatore,2024,pg_arts_MA,5100
Coimbatore,2024,pg_eng_ME_MTech,5500
Coimbatore,2024,pg_medical_MD_MS,880
Coimbatore,2024,pg_management_MBA,19000
Coimbatore,2024,pg_computers_MCA,5000
Coimbatore,2024,pg_education_MEd,720
Cuttack,2015,engineers_BE_BTech,15000
Cuttack,2015,architecture_BArch,200
Cuttack,2015,design_graduates_BDes_MDes,150
Cuttack,2015,doctors_MBBS,1100
Cuttack,2015,doctors_BDS,400
Cuttack,2015,doctors_BAMS_BHMS_Unani,450
Cuttack,2015,bsc_graduates,25000
Cuttack,2015,bcom_graduates,28000
Cuttack,2015,arts_graduates_BA,32000
Cuttack,2015,hotel_management_degree,800
Cuttack,2015,education_BEd,7000
Cuttack,2015,diploma_holders_polytechnic,20000
Cuttack,2015,vocational_degree_BVoc,80
Cuttack,2015,ITI_and_ShortTerm_Vocational_Certified,55000
Cuttack,2015,pg_science_MSc,5000
Cuttack,2015,pg_commerce_MCom,4200
Cuttack,2015,pg_arts_MA,5500
Cuttack,2015,pg_eng_ME_MTech,1500
Cuttack,2015,pg_medical_MD_MS,650
Cuttack,2015,pg_management_MBA,5000
Cuttack,2015,pg_computers_MCA,1800
Cuttack,2015,pg_education_MEd,450
Cuttack,2016,engineers_BE_BTech,15500
Cuttack,2016,architecture_BArch,210
Cuttack,2016,design_graduates_BDes_MDes,160
Cuttack,2016,doctors_MBBS,1120
Cuttack,2016,doctors_BDS,410
Cuttack,2016,doctors_BAMS_BHMS_Unani,460
Cuttack,2016,bsc_graduates,25500
Cuttack,2016,bcom_graduates,28500
Cuttack,2016,arts_graduates_BA,32500
Cuttack,2016,hotel_management_degree,850
Cuttack,2016,education_BEd,7200
Cuttack,2016,diploma_holders_polytechnic,20500
Cuttack,2016,vocational_degree_BVoc,120
Cuttack,2016,ITI_and_ShortTerm_Vocational_Certified,57000
Cuttack,2016,pg_science_MSc,5100
Cuttack,2016,pg_commerce_MCom,4300
Cuttack,2016,pg_arts_MA,5600
Cuttack,2016,pg_eng_ME_MTech,1550
Cuttack,2016,pg_medical_MD_MS,670
Cuttack,2016,pg_management_MBA,5200
Cuttack,2016,pg_computers_MCA,1700
Cuttack,2016,pg_education_MEd,470
Cuttack,2017,engineers_BE_BTech,14500
Cuttack,2017,architecture_BArch,220
Cuttack,2017,design_graduates_BDes_MDes,170
Cuttack,2017,doctors_MBBS,1140
Cuttack,2017,doctors_BDS,420
Cuttack,2017,doctors_BAMS_BHMS_Unani,480
Cuttack,2017,bsc_graduates,26000
Cuttack,2017,bcom_graduates,29000
Cuttack,2017,arts_graduates_BA,33000
Cuttack,2017,hotel_management_degree,900
Cuttack,2017,education_BEd,7500
Cuttack,2017,diploma_holders_polytechnic,21000
Cuttack,2017,vocational_degree_BVoc,200
Cuttack,2017,ITI_and_ShortTerm_Vocational_Certified,60000
Cuttack,2017,pg_science_MSc,5200
Cuttack,2017,pg_commerce_MCom,4400
Cuttack,2017,pg_arts_MA,5700
Cuttack,2017,pg_eng_ME_MTech,1450
Cuttack,2017,pg_medical_MD_MS,700
Cuttack,2017,pg_management_MBA,5500
Cuttack,2017,pg_computers_MCA,1500
Cuttack,2017,pg_education_MEd,500
Cuttack,2018,engineers_BE_BTech,16000
Cuttack,2018,architecture_BArch,230
Cuttack,2018,design_graduates_BDes_MDes,180
Cuttack,2018,doctors_MBBS,1200
Cuttack,2018,doctors_BDS,430
Cuttack,2018,doctors_BAMS_BHMS_Unani,500
Cuttack,2018,bsc_graduates,26500
Cuttack,2018,bcom_graduates,29500
Cuttack,2018,arts_graduates_BA,33500
Cuttack,2018,hotel_management_degree,950
Cuttack,2018,education_BEd,7800
Cuttack,2018,diploma_holders_polytechnic,22000
Cuttack,2018,vocational_degree_BVoc,300
Cuttack,2018,ITI_and_ShortTerm_Vocational_Certified,62000
Cuttack,2018,pg_science_MSc,5400
Cuttack,2018,pg_commerce_MCom,4600
Cuttack,2018,pg_arts_MA,5800
Cuttack,2018,pg_eng_ME_MTech,1600
Cuttack,2018,pg_medical_MD_MS,730
Cuttack,2018,pg_management_MBA,5800
Cuttack,2018,pg_computers_MCA,1800
Cuttack,2018,pg_education_MEd,520
Cuttack,2019,engineers_BE_BTech,16500
Cuttack,2019,architecture_BArch,250
Cuttack,2019,design_graduates_BDes_MDes,200
Cuttack,2019,doctors_MBBS,1250
Cuttack,2019,doctors_BDS,450
Cuttack,2019,doctors_BAMS_BHMS_Unani,520
Cuttack,2019,bsc_graduates,27000
Cuttack,2019,bcom_graduates,30000
Cuttack,2019,arts_graduates_BA,34000
Cuttack,2019,hotel_management_degree,1000
Cuttack,2019,education_BEd,8000
Cuttack,2019,diploma_holders_polytechnic,23000
Cuttack,2019,vocational_degree_BVoc,450
Cuttack,2019,ITI_and_ShortTerm_Vocational_Certified,65000
Cuttack,2019,pg_science_MSc,5600
Cuttack,2019,pg_commerce_MCom,4800
Cuttack,2019,pg_arts_MA,5900
Cuttack,2019,pg_eng_ME_MTech,1650
Cuttack,2019,pg_medical_MD_MS,760
Cuttack,2019,pg_management_MBA,6200
Cuttack,2019,pg_computers_MCA,2000
Cuttack,2019,pg_education_MEd,550
Cuttack,2020,engineers_BE_BTech,17000
Cuttack,2020,architecture_BArch,260
Cuttack,2020,design_graduates_BDes_MDes,210
Cuttack,2020,doctors_MBBS,1300
Cuttack,2020,doctors_BDS,460
Cuttack,2020,doctors_BAMS_BHMS_Unani,540
Cuttack,2020,bsc_graduates,27500
Cuttack,2020,bcom_graduates,30500
Cuttack,2020,arts_graduates_BA,34500
Cuttack,2020,hotel_management_degree,600
Cuttack,2020,education_BEd,8200
Cuttack,2020,diploma_holders_polytechnic,23500
Cuttack,2020,vocational_degree_BVoc,600
Cuttack,2020,ITI_and_ShortTerm_Vocational_Certified,60000
Cuttack,2020,pg_science_MSc,5800
Cuttack,2020,pg_commerce_MCom,5000
Cuttack,2020,pg_arts_MA,6000
Cuttack,2020,pg_eng_ME_MTech,1700
Cuttack,2020,pg_medical_MD_MS,790
Cuttack,2020,pg_management_MBA,6400
Cuttack,2020,pg_computers_MCA,2100
Cuttack,2020,pg_education_MEd,570
Cuttack,2021,engineers_BE_BTech,17500
Cuttack,2021,architecture_BArch,270
Cuttack,2021,design_graduates_BDes_MDes,220
Cuttack,2021,doctors_MBBS,1350
Cuttack,2021,doctors_BDS,470
Cuttack,2021,doctors_BAMS_BHMS_Unani,560
Cuttack,2021,bsc_graduates,28000
Cuttack,2021,bcom_graduates,31000
Cuttack,2021,arts_graduates_BA,35000
Cuttack,2021,hotel_management_degree,700
Cuttack,2021,education_BEd,8500
Cuttack,2021,diploma_holders_polytechnic,24000
Cuttack,2021,vocational_degree_BVoc,800
Cuttack,2021,ITI_and_ShortTerm_Vocational_Certified,68000
Cuttack,2021,pg_science_MSc,6000
Cuttack,2021,pg_commerce_MCom,5200
Cuttack,2021,pg_arts_MA,6100
Cuttack,2021,pg_eng_ME_MTech,1750
Cuttack,2021,pg_medical_MD_MS,820
Cuttack,2021,pg_management_MBA,6600
Cuttack,2021,pg_computers_MCA,2200
Cuttack,2021,pg_education_MEd,600
Cuttack,2022,engineers_BE_BTech,18000
Cuttack,2022,architecture_BArch,280
Cuttack,2022,design_graduates_BDes_MDes,240
Cuttack,2022,doctors_MBBS,1400
Cuttack,2022,doctors_BDS,480
Cuttack,2022,doctors_BAMS_BHMS_Unani,580
Cuttack,2022,bsc_graduates,28500
Cuttack,2022,bcom_graduates,31500
Cuttack,2022,arts_graduates_BA,35500
Cuttack,2022,hotel_management_degree,900
Cuttack,2022,education_BEd,8800
Cuttack,2022,diploma_holders_polytechnic,25000
Cuttack,2022,vocational_degree_BVoc,1100
Cuttack,2022,ITI_and_ShortTerm_Vocational_Certified,72000
Cuttack,2022,pg_science_MSc,6200
Cuttack,2022,pg_commerce_MCom,5400
Cuttack,2022,pg_arts_MA,6200
Cuttack,2022,pg_eng_ME_MTech,1800
Cuttack,2022,pg_medical_MD_MS,850
Cuttack,2022,pg_management_MBA,6800
Cuttack,2022,pg_computers_MCA,2300
Cuttack,2022,pg_education_MEd,620
Cuttack,2023,engineers_BE_BTech,18500
Cuttack,2023,architecture_BArch,300
Cuttack,2023,design_graduates_BDes_MDes,260
Cuttack,2023,doctors_MBBS,1450
Cuttack,2023,doctors_BDS,500
Cuttack,2023,doctors_BAMS_BHMS_Unani,600
Cuttack,2023,bsc_graduates,29000
Cuttack,2023,bcom_graduates,32000
Cuttack,2023,arts_graduates_BA,36000
Cuttack,2023,hotel_management_degree,1000
